"","GSM1052615","GSM1052616","GSM1052617","GSM1052618","GSM1052619","GSM1052620"
"OR1C1",4.96949,5.07007,4.92789,4.96047,5.02837,4.83011
"OR14A16",5.58046,5.63021,5.43895,5.28676,5.25141,5.4832
"OR11L1",6.62682,6.80501,6.6563,6.57702,6.57702,6.56275
"OR2M7",4.63492,4.37562,4.4675,4.45382,4.72324,4.60912
"OR2T10",5.70119,5.83047,5.61387,5.20685,5.71609,5.44261
"OR2T11",5.86325,5.76953,5.82078,5.80448,5.86424,5.77822
"OR2T27",5.86702,5.76434,5.83058,5.78507,5.72351,5.53268
"OR14I1",6.21779,6.48423,6.64847,6.22687,6.69252,6.56626
"SH3BP5L",9.6597,9.60556,9.67089,9.76267,9.73406,9.92644
"ZNF692",10.0925,10.0755,10.0713,10.0661,9.76395,9.95384
"ZMYND11",9.60871,9.36102,9.50973,9.54957,9.59814,9.48359
"DIP2C-AS1",7.02039,7.29782,7.02437,6.78612,6.81052,6.82619
"GTPBP4",9.95797,9.80656,9.89185,8.94133,9.06247,9.05896
"IDI2-AS1",6.45486,6.43337,6.35406,6.41514,6.03217,5.93243
"WDR37",8.86456,8.71885,8.80564,9.15732,9.09547,9.06768
"LINC00200",6.06367,6.28479,6.29872,6.02426,6.18046,6.45052
"PFKP",10.8923,10.7234,10.7793,10.0742,9.97809,9.94389
"AKR1E2",6.80077,6.94748,6.75209,6.73651,6.75973,6.78532
"AKR1C3",7.53732,7.29616,7.53318,7.4045,7.16766,7.43985
"AKR1C4",4.64145,4.46335,4.55918,4.64064,4.58279,4.58758
"UCN3",6.94199,7.20156,7.00426,7.05942,6.96788,7.01145
"NET1",10.5654,10.504,10.5773,9.66957,9.5659,9.61677
"CALML3",7.36618,7.60528,7.19857,7.12484,7.19802,7.33325
"TASOR2",11.3608,11.16,11.3224,10.8021,10.7841,10.6043
"FBH1",9.41612,9.33222,9.51402,9.47646,9.41196,9.35525
"RBM17",7.9697,7.87534,8.03981,7.61043,7.54617,7.52611
"PFKFB3",10.3585,10.3386,10.4291,9.8542,9.90872,9.64748
"ITIH2",5.40702,5.41142,5.40087,4.98434,4.96128,5.33986
"ATP5F1C",12.5776,12.4923,12.6227,12.4449,12.4767,12.4933
"TAF3",9.6918,9.55793,9.71596,9.36268,9.28899,9.42604
"GATA3",8.25766,8.07265,8.3011,8.12578,7.80798,8.07861
"CELF2",6.39005,6.48622,6.35011,7.22926,7.05019,7.24327
"USP6NL-AS1",8.1758,8.3708,8.17083,8.04646,8.15565,8.32721
"ECHDC3",6.71473,6.82357,6.69138,6.72779,6.56238,6.65478
"PROSER2",8.87182,8.85805,8.67442,8.56903,8.5401,8.51375
"DHTKD1",9.81875,9.6702,9.80547,9.46684,9.40393,9.28568
"SEC61A2",9.22172,9.02251,9.29672,9.16284,9.15061,9.13316
"CDC123",11.9671,11.879,11.9289,11.5102,11.4941,11.5578
"CAMK1D",6.89682,7.02716,6.77561,6.83581,6.9156,6.90369
"OPTN",7.96738,7.94538,8.11791,8.86784,8.75851,8.66946
"MCM10",10.5563,10.3758,10.6035,7.81974,7.58542,7.65112
"PRPF18",9.53807,9.24846,9.66172,9.52545,9.6649,9.62134
"HSPA14",9.59192,9.42735,9.48019,8.64994,8.70248,8.61238
"SUV39H2",10.0906,9.93019,10.1266,8.92091,8.64699,8.96626
"MEIG1",4.07699,3.92903,4.23707,4.29808,3.83716,4.17306
"OLAH",5.26769,5.42084,5.55111,5.80373,6.11937,5.7177
"RPP38",9.89974,9.98449,10.0239,9.67436,9.6507,9.55064
"PTER",10.226,10.051,10.132,10.2066,10.3038,10.0661
"VIM",13.2877,13.2097,13.2451,13.2502,13.1934,13.0617
"STAM",10.6838,10.5895,10.7293,10.7153,10.8972,10.7335
"TMEM236",6.74008,6.84832,6.90078,6.8289,7.06326,6.74394
"MRC1",5.56165,5.78706,5.50857,5.39981,5.58389,5.7139
"SLC39A12",5.65121,5.68419,5.57605,5.47062,5.4885,5.58604
"CACNB2",5.88433,6.14209,5.92238,5.72498,5.84039,5.80184
"ARL5B",10.9692,10.8726,10.8226,10.7102,10.8196,10.8954
"PLXDC2",6.89877,6.84052,6.78419,6.88362,7.16042,6.97924
"MLLT10",9.75489,9.63156,9.9044,9.85208,9.94083,9.72803
"SPAG6",5.52942,5.5406,5.49129,5.54142,5.48818,5.43521
"ARMC3",4.21954,4.28037,4.24806,4.34818,4.05669,4.21573
"MSRB2",8.92087,8.91725,9.00615,9.87636,9.94736,9.89756
"PTF1A",7.92107,8.32182,7.96203,7.92458,7.88789,8.02333
"OTUD1",7.72946,7.44834,7.5491,8.20178,7.94519,8.11164
"KIAA1217",10.114,10.1695,10.2484,10.1974,10.2339,10.1507
"THNSL1",8.46633,8.11462,8.45991,8.79927,8.78147,8.63247
"GPR158",8.39261,8.07026,8.33961,8.91807,8.83806,8.93937
"MYO3A",4.54298,4.63784,4.44581,4.73302,4.40103,4.65217
"GAD2",6.04249,6.42744,6.22466,6.16475,5.91424,6.04065
"APBB1IP",5.38287,5.43695,5.35441,5.46719,5.32141,5.43794
"PDSS1",10.9154,10.8737,11.0225,9.90596,9.90489,10.1524
"MASTL",11.0693,10.9717,11.0467,9.62204,9.6501,9.58858
"RAB18",10.3434,10.2196,10.4377,10.2878,10.3065,10.2555
"WAC",11.7927,11.7534,11.8769,11.7605,11.7617,11.8143
"BAMBI",9.90216,9.71773,9.89413,9.9125,9.86815,9.98183
"C10orf126",6.09197,6.09862,6.10583,5.93878,5.9754,6.11787
"LYZL1",4.91976,3.93773,4.33345,3.73072,4.0055,4.12765
"MAP3K8",6.99189,7.07011,6.90543,7.20415,7.09679,6.97845
"ZEB1",9.79292,9.72283,9.81078,8.80619,8.66849,8.85567
"CCDC7",6.048,5.97537,6.118,6.30206,6.51667,6.28524
"CREM",7.44178,7.17996,7.55057,7.14199,7.15063,7.13434
"CCNY",10.6286,10.5068,10.5188,10.6211,10.6712,10.5958
"ANKRD30A",6.3352,6.33649,6.56638,7.12047,7.29445,7.1273
"ZNF33A",8.95086,8.9302,8.9341,8.92757,9.14888,8.67115
"ZNF37A",9.12016,8.82857,9.08445,8.94975,8.86687,8.63934
"HSD17B7P2",7.42349,7.75362,7.53118,7.59332,7.9059,7.40058
"LINC00999",7.73686,7.91534,7.89439,7.90594,7.88376,7.88293
"LINC00839",9.82693,9.84642,9.73226,9.72041,9.77049,9.69572
"BMS1",10.1178,10.0638,10.2057,9.64234,9.54453,9.47985
"RET",6.52247,6.61345,6.41522,6.32357,6.39997,6.47167
"CSGALNACT2",9.36165,9.26511,9.24781,9.29596,9.38991,9.1449
"FXYD4",6.53799,6.79549,6.5788,6.47012,6.46402,6.44307
"ZNF487",6.35099,6.08719,6.6703,6.64127,7.05247,7.04225
"ZNF485",8.68955,8.67202,8.87553,8.14412,8.18825,7.9145
"TMEM72",7.89773,8.11198,7.88935,7.66167,7.68933,7.90082
"RASSF4",7.33977,7.37904,7.35088,8.1034,8.11597,8.37907
"ZNF22",8.91588,8.75704,9.00775,8.76268,8.87304,8.58887
"ANKRD30BP3",3.90833,4.25233,3.96631,4.15019,4.00454,3.88203
"ALOX5",6.94843,7.00129,6.9508,6.97296,6.893,6.9967
"GPRIN2",7.21284,7.39331,7.0418,7.04543,6.92769,7.09308
"ANTXRL",5.08908,5.48835,5.05184,5.83524,6.01403,6.31982
"ZNF488",7.65527,7.49629,7.37231,7.28173,7.1857,7.15969
"MAPK8",9.90544,9.70276,9.96096,9.65032,9.8295,9.80171
"WDFY4",7.25696,7.40494,7.22005,7.125,7.16137,7.18588
"C10orf71",6.51364,6.58472,6.48381,6.16306,6.2442,6.2748
"CHAT",7.26471,7.38155,7.11216,7.19835,7.18091,7.242
"SLC18A3",7.45918,7.63412,7.40042,7.34039,7.28319,7.34961
"C10orf53",6.58129,6.64171,6.45743,6.09553,6.42971,6.33572
"MSMB",4.71095,4.60843,4.58161,4.50352,4.66201,4.68288
"NCOA4",11.0784,10.9111,11.0498,11.4682,11.4296,11.4564
"PRKG1",6.40275,6.28912,6.35208,7.58365,7.70638,7.27116
"DKK1",12.8387,12.834,12.7382,12.1799,12.1568,11.7889
"CISD1",10.4582,10.1159,10.3603,9.92503,9.86371,10.1363
"UBE2D1",9.92046,9.69869,9.88792,10.2752,10.3343,10.3399
"TFAM",10.2284,9.97237,10.2675,9.49556,9.50264,9.23761
"BICC1",7.73937,7.58316,7.74964,7.31898,7.39043,7.42828
"PHYHIPL",5.06193,5.08561,5.09867,5.05329,4.90107,5.11827
"CDK1",10.6953,10.57,10.7688,9.16512,9.04473,8.68672
"CABCOCO1",3.55779,3.49502,3.57064,3.54329,3.53383,3.47956
"ARID5B",9.78633,9.67749,9.79298,11.1175,11.0743,10.9959
"ZNF365",7.07081,7.06544,7.05443,6.86196,6.81408,6.72984
"ADO",9.23627,9.19998,9.2177,9.0109,8.75339,8.91776
"NRBF2",8.09528,7.91947,8.22457,8.39723,8.4713,8.65322
"JMJD1C-AS1",7.81309,8.20276,7.89436,8.00129,8.01135,7.91448
"REEP3",10.1928,10.1289,10.1758,9.50046,9.44472,9.50044
"ANXA2P3",7.38861,7.42204,7.489,7.64501,7.56629,7.79375
"LRRTM3",6.06323,6.27032,5.98572,6.2772,6.22047,6.41992
"SIRT1",9.57644,9.35793,9.50663,9.44268,9.44708,9.47637
"MYPN",7.71886,7.43669,7.59487,7.48862,7.52302,7.33572
"HNRNPH3",10.3842,10.2586,10.2816,9.92946,9.86904,10.0923
"TET1",7.73114,7.85157,8.00391,8.45478,8.62497,8.29371
"CCAR1",11.9232,11.8847,11.9006,11.9338,11.9737,11.926
"STOX1",4.85095,4.78213,4.67873,5.54967,5.37768,5.27191
"DDX50",9.58359,9.46511,9.61266,9.59214,9.65573,9.59351
"DDX21",11.6148,11.4437,11.5843,10.3964,10.4045,10.3778
"KIFBP",9.60445,9.27305,9.52999,9.39162,9.30802,9.16025
"SRGN",8.12837,8.31483,8.22917,8.72498,8.59732,8.6065
"VPS26A",9.79799,9.57091,9.7714,9.57397,9.7415,9.8167
"SUPV3L1",10.9161,10.8017,10.9148,10.4833,10.4774,10.5016
"HKDC1",7.12543,6.98462,7.0248,7.669,7.51226,7.91328
"HK1",9.97347,9.79958,9.84961,9.54004,9.44581,9.562
"TSPAN15",7.89069,8.43395,8.06261,8.49801,8.73464,8.81426
"FAM241B",8.18841,8.37756,8.13034,8.12953,8.04578,8.24731
"COL13A1",7.94163,7.97954,7.88105,7.68913,7.34128,7.63888
"MACROH2A2",8.551,8.35124,8.65934,8.37447,8.36804,8.31944
"EIF4EBP2",11.6694,11.6852,11.7388,11.8991,11.9319,11.7532
"PALD1",7.46237,7.47856,7.35443,7.1571,7.07565,7.28354
"ADAMTS14",7.13791,7.35177,6.97092,6.79947,6.98885,7.13516
"SGPL1",9.53756,9.35159,9.55383,9.61945,9.50832,9.4346
"UNC5B",8.24405,8.28857,8.19275,8.25281,8.26577,8.30295
"SLC29A3",8.29458,8.28767,8.31059,8.46223,8.49912,8.58787
"CDH23",7.17144,7.20096,7.12079,6.92528,6.86273,7.00137
"CHST3",9.28305,9.42205,9.27775,9.88217,9.88166,10.0363
"ANAPC16",9.42825,9.23336,9.37013,9.77629,9.7299,9.6929
"DDIT4",10.323,10.222,10.3797,10.6341,10.5636,10.5357
"MCU",10.5381,10.406,10.4825,10.4292,10.3197,10.3307
"OIT3",6.39538,6.53544,6.36013,6.36491,6.17517,6.3915
"NUDT13",6.6894,6.53322,6.78825,7.53407,7.47081,7.41098
"FAM149B1",8.24848,7.99391,8.24997,9.21449,9.31085,9.18323
"SEC24C",9.95881,9.75877,9.82146,9.99334,9.8905,10.0181
"FUT11",9.78682,9.57566,9.75968,9.83707,9.77102,9.782
"CHCHD1",8.83889,8.58503,8.76854,8.62279,8.61775,8.81239
"ZSWIM8",8.37449,8.34306,8.38778,9.07169,9.00623,9.27212
"PLAU",6.87721,7.06462,6.88901,6.78991,6.86905,6.92469
"VCL",10.2145,10.2428,10.2098,10.233,10.2606,10.089
"ADK",10.7703,10.7012,10.7028,10.5307,10.5574,10.5406
"KAT6B",9.74534,9.70619,9.78872,10.1152,10.1316,10.0773
"SAMD8",9.35935,9.26527,9.36678,9.56391,9.59802,9.52234
"ZNF503-AS2",7.34409,7.61941,7.33901,7.5527,7.33593,7.58931
"LRMDA",7.51607,7.26072,7.45939,8.35041,8.57743,8.46502
"DLG5-AS1",6.19217,6.40807,6.21978,6.37682,6.25252,6.38707
"RPS24",11.7605,11.7377,11.5607,11.3299,11.1355,11.6139
"ZMIZ1",10.3178,10.3678,10.3714,10.7134,10.6809,10.8738
"PPIF",11.6935,11.5531,11.7532,11.7011,11.6787,11.7954
"TMEM254",10.6545,10.4967,10.7449,11.036,10.916,10.9527
"PLAC9",7.16913,7.59481,7.08642,7.17752,7.04597,7.17557
"DYDC2",5.24565,5.36995,5.39476,5.38804,5.28934,5.21742
"PRXL2A",8.96019,8.73963,8.87656,9.13025,9.07973,9.14895
"TSPAN14",10.8904,10.8753,10.9229,10.9119,10.8727,10.8347
"SH2D4B",6.55056,6.71243,6.5358,6.45349,6.36215,6.52178
"NRG3",6.59455,6.48224,6.42374,6.21676,6.27511,6.49464
"GHITM",11.866,11.7505,11.8385,11.9713,11.9403,11.9127
"C10orf99",6.94373,7.17055,7.06062,6.95358,6.87737,6.82258
"CDHR1",6.59846,6.48298,6.34597,6.39733,6.29419,6.30964
"RGR",7.21988,7.24127,7.24656,7.88106,7.67998,7.88617
"CCSER2",10.6895,10.6457,10.7733,10.6326,10.7342,10.6401
"OPN4",7.87992,7.97187,7.78338,7.86584,7.60884,7.68549
"LDB3",6.9845,7.25293,7.12264,7.34859,7.24469,7.5204
"BMPR1A",10.9568,10.7976,10.9592,11.1089,11.0268,10.8876
"SNCG",8.24175,8.31465,8.25927,8.32453,8.06289,8.39335
"SHLD2",10.4651,10.2832,10.4143,10.3171,10.3363,10.184
"MINPP1",11.0043,10.9589,11.0686,11.0508,10.9948,11.1276
"PAPSS2",10.0508,9.9925,10.3523,10.243,10.1257,10.3376
"PTEN",11.8096,11.6144,11.7451,12.2197,12.1354,12.0223
"LIPJ",4.17104,3.87677,4.00043,4.10127,3.95339,4.0006
"LIPF",3.96981,4.12306,4.11985,4.11079,4.12353,4.05629
"LIPK",4.41013,4.26861,4.30889,4.93332,4.47757,4.25052
"LIPN",4.09565,4.28486,4.44001,4.15149,4.30793,4.5489
"LIPM",5.66843,5.51235,5.46742,5.46203,5.63014,5.63964
"ACTA2-AS1",7.26692,7.1178,7.19859,7.02485,6.98835,7.05639
"FAS",8.79546,8.58938,8.74189,8.61463,8.52329,8.3803
"IFIT2",6.09906,5.97281,5.96644,7.31601,7.19233,7.33713
"IFIT3",7.90945,7.8373,7.96066,8.45097,8.62945,8.34108
"IFIT1B",5.64262,5.69819,5.55729,5.7235,5.66482,5.63144
"IFIT1",7.33896,7.11301,7.14039,7.84234,8.03171,8.03942
"IFIT5",9.40866,9.1761,9.5209,9.14956,9.17743,9.07477
"KIF20B",10.3477,10.2675,10.3182,9.20547,9.0893,8.75077
"RPP30",11.6401,11.3787,11.7024,11.1604,11.202,11.3095
"PCGF5",9.39523,9.22305,9.24362,10.0465,10.0558,9.91831
"HECTD2",7.99183,7.79288,8.15365,9.25447,9.25327,8.98231
"TNKS2",10.3375,10.174,10.3171,10.4727,10.556,10.4799
"BTAF1",10.3126,10.1575,10.321,10.2102,10.1441,10.0047
"NHP2",11.0043,10.8153,10.9023,10.607,10.5126,10.868
"MARCHF5",9.53444,9.30389,9.56387,9.4109,9.54563,9.42422
"KIF11",11.5255,11.48,11.5923,10.5299,10.4329,10.1013
"HHEX",8.80155,8.72022,8.78966,7.77134,7.5542,7.65347
"EXOC6",9.91388,9.90039,9.90088,9.60192,9.52218,9.36155
"CYP26C1",7.94247,8.10199,7.98325,7.87126,7.77941,7.97485
"CYP26A1",6.15458,6.35998,6.18695,6.14286,6.00855,6.06824
"CEP55",11.5479,11.4339,11.466,10.5038,10.2601,9.97671
"FFAR4",6.28703,6.53414,6.36776,6.44939,6.19933,6.51082
"PDE6C",5.38891,5.48721,5.2795,5.70531,5.47106,5.59568
"LGI1",4.8732,5.10079,4.83436,5.08272,5.05427,4.9006
"SLC35G1",9.74315,9.53123,9.78246,9.08759,9.05895,9.09285
"PLCE1",9.5115,9.24803,9.56049,10.6833,10.6473,10.7026
"TBC1D12",8.91653,8.65676,8.91846,9.07616,9.23661,8.96117
"HELLS",9.73752,9.60453,9.59229,8.11293,7.89459,7.7118
"CYP2C18",5.16001,5.04775,5.05002,5.06122,4.97996,5.07964
"CYP2C19",4.92335,4.93658,4.73016,4.6456,4.57348,4.62692
"CYP2C9",5.57265,5.59101,5.46786,5.50334,5.5013,5.57745
"ACSM6",5.83176,5.59164,5.58879,5.69283,5.59767,5.76639
"ENTPD1",6.3292,6.33961,6.35192,6.86594,6.99139,7.04455
"CC2D2B",5.20101,5.00815,5.31505,5.74569,5.50787,5.39946
"CCNJ",10.2337,10.1002,10.1207,9.7205,9.67496,9.71903
"ZNF518A",9.23477,8.90892,9.1687,9.72088,9.78768,9.42065
"DNTT",5.94021,6.05271,6.05333,5.90969,5.8254,5.93722
"LCOR",10.4602,10.3704,10.4811,10.3917,10.3743,10.2716
"FRAT1",7.55198,7.19964,7.4261,7.82609,7.69953,7.60483
"ZDHHC16",12.0358,11.9398,12.0218,11.9934,11.9251,11.8881
"UBTD1",9.69629,9.7798,9.58949,9.79228,9.63209,9.87996
"ANKRD2",7.93001,7.95766,7.93942,7.92451,7.74975,7.96827
"HOGA1",7.42473,7.46436,7.33012,7.86798,7.93317,7.94383
"C10orf62",6.85035,7.21273,6.69019,7.50614,7.44935,7.5488
"PI4K2A",10.5968,10.5729,10.7463,10.5111,10.6779,10.3788
"MARVELD1",10.3291,10.3203,10.2465,11.0269,10.9956,11.0164
"ZFYVE27",9.3061,9.28001,9.28172,9.13766,9.23499,9.21675
"GOLGA7B",7.26608,7.22002,7.27742,6.96469,6.72925,7.03535
"R3HCC1L",8.9619,8.84114,8.92671,8.94366,9.11809,8.79726
"CNNM1",5.96528,6.24066,5.92691,6.0507,5.96935,5.98133
"NKX2-3",7.38866,7.69368,7.34864,7.34446,7.26992,7.50872
"ENTPD7",9.86536,9.84211,9.92599,9.93279,9.94216,9.65839
"CUTC",9.76385,9.5689,9.63764,9.05147,9.11433,9.17955
"ABCC2",10.2597,10.2308,10.4028,11.6159,11.735,11.6337
"SCD",11.7108,11.8299,11.9561,11.6233,11.5753,11.7031
"WNT8B",6.21827,6.40918,6.48299,6.48338,6.06293,6.45987
"HIF1AN",9.75185,9.46663,9.85966,9.78611,9.8388,9.82787
"PAX2",7.3869,7.50804,7.3556,7.32401,7.26961,7.31381
"SLF2",9.11753,8.89091,9.25147,8.54254,8.60574,8.47125
"SEMA4G",7.89509,8.13969,8.06077,8.96835,8.67281,9.19607
"TWNK",9.81518,9.64446,9.70486,9.01769,8.94698,8.95087
"LZTS2",10.569,10.5704,10.4527,11.321,11.2375,11.3747
"SFXN3",10.7993,10.813,10.7633,11.2835,11.2674,11.1111
"KAZALD1",8.55768,8.72726,8.40767,9.14083,8.92008,8.89006
"TLX1",7.22672,7.42926,7.26162,7.17569,7.07294,7.21557
"BTRC",9.93535,9.73552,10.0116,10.0902,10.007,10.0949
"DPCD",9.80783,9.76244,9.72912,9.7932,9.7343,9.92297
"HPS6",8.88355,8.76494,8.84681,8.60271,8.62758,8.62014
"PPRC1",10.0597,9.97842,10.0203,8.93364,8.88818,8.82425
"NOLC1",12.1597,11.932,12.1343,11.1437,11.2124,11.2319
"ELOVL3",5.63601,5.72847,5.63256,5.57659,5.58419,5.80134
"GBF1",10.9345,10.9337,11.0712,11.1565,11.1034,11.1965
"NFKB2",9.21327,9.09017,9.10665,9.06258,8.87609,9.21017
"FBXL15",7.70252,7.89805,7.74336,7.93839,7.81541,7.97545
"MFSD13A",9.16975,9.14169,9.03495,9.39295,9.29317,9.47584
"SUFU",9.34752,9.43655,9.41853,9.68188,9.59451,9.72584
"TRIM8",10.5994,10.6134,10.7196,10.3518,10.3393,10.42
"SFXN2",9.94879,9.6487,9.84029,9.05177,8.80436,8.74698
"WBP1L",8.70256,8.72881,8.62339,9.51404,9.5587,9.67333
"CNNM2",8.88057,8.83276,9.03624,9.31497,9.41436,9.27586
"RPEL1",7.80481,7.7672,7.57957,7.51256,7.43512,7.33394
"INA",6.30284,6.29121,6.17992,5.9765,5.97898,6.29475
"TAF5",9.66724,9.21847,9.59657,8.35905,8.37887,8.27438
"PDCD11",10.9932,10.8546,10.9425,10.3723,10.2668,10.2696
"NEURL1",7.60064,7.78822,7.52116,7.46939,7.41947,7.47953
"SLK",10.9086,10.7385,10.8111,10.5769,10.5874,10.4827
"SFR1",8.68091,8.21643,8.56686,8.01896,8.03319,7.91237
"GSTO1",9.64571,9.60297,9.72362,9.4467,9.62105,9.58431
"GSTO2",7.37831,7.17207,7.21665,7.30904,7.22138,7.48106
"CFAP58",5.49754,5.38258,5.36228,5.38103,5.42167,5.13038
"SORCS3",7.05882,7.11013,6.84899,6.77741,6.74855,6.68659
"ADD3",10.3739,10.194,10.3883,11.7285,11.7695,11.6467
"MXI1",8.58345,8.5051,8.50243,8.7343,8.91122,8.63673
"DUSP5",9.40216,9.36911,9.53184,8.44355,8.36223,8.69213
"SMC3",11.5438,11.3628,11.4058,11.0451,11.0785,11.0073
"PDCD4",9.57688,9.26305,9.43452,10.1706,10.1093,9.88375
"SHOC2",11.0474,10.9688,11.0519,11.0259,11.193,10.9329
"ADRA2A",7.69792,7.93075,7.76147,7.58272,7.54333,7.84777
"TECTB",5.36723,5.00908,5.07625,5.05225,4.93981,5.12074
"ACSL5",7.04624,6.93974,7.08587,7.53454,7.36191,7.69621
"VTI1A",9.09538,8.95218,9.12348,9.08486,9.39005,9.08936
"TCF7L2",10.8324,10.9222,10.9391,10.6811,10.6738,10.7471
"HABP2",6.72388,6.84337,6.58367,6.53141,6.57049,6.7327
"CASP7",9.17142,8.897,9.00655,8.97423,8.87964,8.88068
"PLEKHS1",7.89955,7.95608,8.20948,7.31579,7.15347,7.03133
"NHLRC2",10.7479,10.6466,10.8181,10.5644,10.5712,10.379
"ADRB1",8.15237,8.25574,8.00974,7.99106,7.88915,7.94211
"TDRD1",4.57987,4.55612,4.44135,4.48079,4.4131,4.49288
"VWA2",7.23087,7.21222,7.04154,7.00936,6.9747,7.11229
"FHIP2A",10.0359,9.9788,10.0497,10.0043,10.0552,9.96127
"TRUB1",10.3271,10.0759,10.1362,9.91019,10.0188,9.76
"ATRNL1",5.9295,5.96352,6.00953,6.5203,6.33131,6.17977
"CCDC172",3.72223,3.77825,3.69783,3.71307,3.78496,3.7584
"PNLIPRP3",4.72225,4.75966,4.5625,4.50261,4.64014,4.80935
"PNLIP",4.49872,4.86151,4.74027,4.62159,4.43486,4.60192
"PNLIPRP1",6.76927,6.90708,6.7328,6.59763,6.51975,6.74684
"PNLIPRP2",6.35738,6.59054,6.41712,6.28273,6.16896,6.54157
"ENO4",6.33389,6.27825,6.15297,7.54876,7.4233,7.22508
"KCNK18",6.47054,6.70143,6.4768,6.1988,6.0587,6.35662
"SLC18A2",5.8674,6.02267,5.6129,5.74358,5.84232,5.50107
"EMX2",6.87172,6.9511,6.75425,6.47191,6.69566,6.74034
"CASC2",8.06531,7.96016,8.0959,8.1984,8.39131,8.29354
"TOMM22",12.8522,12.7659,12.9487,12.6259,12.7581,12.5953
"NANOS1",9.30271,9.20716,9.10774,8.48576,8.45629,8.5467
"GRK5",9.68114,9.51261,9.77063,9.311,9.05387,9.1058
"BAG3",11.0145,10.992,11.1621,10.0828,10.053,10.0479
"INPP5F",10.9826,10.8866,11.0816,9.14696,9.02798,9.09803
"SEC23IP",10.7369,10.5179,10.6902,10.3835,10.3594,10.3285
"PLPP4",9.58268,9.54387,9.59191,8.67753,8.71486,8.79257
"LINC01561",7.00084,7.39363,7.22782,6.87493,6.82013,6.97311
"WDR11",9.42277,9.23588,9.53678,10.0312,10.0267,9.90832
"TACC2",8.0091,7.93615,8.1655,7.89669,7.94333,7.82941
"BTBD16",6.92788,7.04484,6.99448,7.28249,7.25387,7.47895
"PLEKHA1",9.76666,9.44291,9.77374,10.3218,10.4453,10.3973
"HTRA1",9.36309,9.55339,9.35394,9.81871,9.9284,9.75934
"DMBT1",6.83673,7.05161,6.9098,6.56723,6.54049,6.71433
"DMBT1L1",6.89321,6.86228,6.81486,6.62498,6.26962,6.7888
"FAM24A",5.80701,6.13004,5.7381,5.7775,5.7089,5.74165
"PSTK",7.51941,7.50856,7.61542,7.90088,7.79232,7.78452
"ACADSB",9.16642,8.93788,8.90829,9.72791,9.72126,9.66082
"HMX3",8.61607,8.77291,8.38885,8.32528,8.41105,8.63492
"HMX2",6.91639,7.01361,6.73176,6.7132,6.63077,6.8178
"BUB3",11.6884,11.5247,11.5968,11.0647,11.0651,11.0268
"GPR26",6.19024,6.45945,6.32658,6.07015,6.1198,6.13278
"LHPP",8.44815,8.4671,8.32393,9.33857,9.09957,9.42053
"ABRAXAS2",11.1251,10.8874,11.1681,10.8006,10.7732,10.7357
"ZRANB1",10.8674,10.7124,10.8738,10.7449,10.8413,10.5192
"EDRF1",10.6416,10.4409,10.6731,10.3781,10.3127,10.333
"BCCIP",10.9354,10.8414,11.0991,10.3851,10.4725,10.543
"FANK1",6.22187,6.13498,5.89918,6.65904,6.83862,6.5811
"DOCK1",10.1129,10.1092,10.1779,10.6277,10.5865,10.4404
"FOXI2",8.49576,8.75518,8.45953,8.46567,8.42772,8.60533
"PTPRE",7.65179,7.63167,7.52916,7.48244,7.34665,7.10444
"MGMT",8.77603,8.67483,8.6999,8.85413,8.87244,9.04288
"CTAGE7P",5.36607,5.26439,5.32519,5.18569,5.09333,5.44639
"GLRX3",10.4963,10.3919,10.5535,10.0431,10.1447,10.1216
"PPP2R2D",10.3842,10.2969,10.5769,10.1077,10.0767,9.8612
"JAKMIP3",6.83455,6.94244,6.72697,6.586,6.62985,6.56998
"DPYSL4",7.78158,8.07708,7.77728,7.4855,7.59616,7.81063
"LRRC27",8.17988,8.05381,7.96536,8.39437,8.25499,8.25836
"PWWP2B",7.46226,7.54382,7.35369,7.46986,7.08956,7.41749
"LINC02870",6.18305,6.23774,6.16239,6.018,5.82717,6.27841
"INPP5A",10.3975,10.2782,10.337,10.1463,10.1638,10.0372
"ADGRA1",7.46167,7.71177,7.68168,7.32252,7.22634,7.64168
"KNDC1",7.46371,7.47016,7.33385,7.21958,7.05105,7.22527
"UTF1",9.14783,9.19674,9.0352,9.03,8.74612,9.23459
"VENTX",7.69498,7.79513,7.59748,7.58601,7.27641,7.8808
"PAOX",7.63872,7.73221,7.60317,7.63486,7.61436,7.73976
"MTG1",9.92211,9.9376,9.90639,9.49803,9.53259,9.64368
"SCART1",8.00801,7.96922,7.97474,8.09905,7.95016,8.01692
"CYP2E1",8.23112,8.40354,8.01226,9.12068,9.21849,8.98746
"TUBB8",6.14405,6.35997,6.47977,5.76767,6.02312,6.2497
"DIP2C",8.6426,8.3848,8.59316,8.96769,9.10625,9.07872
"LARP4B",10.2115,10.0976,10.2889,9.80974,9.68795,9.65517
"IDI2",5.58644,5.47457,5.31093,5.27873,5.25851,5.43271
"IDI1",10.4001,10.3552,10.6437,9.8397,9.95781,9.86014
"ADARB2",7.47561,7.75387,7.48277,7.46777,7.16811,7.39312
"PITRM1",11.5697,11.4792,11.5241,11.4134,11.3491,11.3546
"KLF6",9.16305,8.96625,9.22797,8.35522,8.54016,8.2588
"AKR1C6P",5.32413,5.3374,5.14395,5.36177,5.3233,5.41881
"AKR1C2",10.1393,10.0009,9.95128,9.30097,9.60221,9.9369
